ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique
10098,Halperin et al.,2013,1,1.528,Extinction Threat and Collective Angst,NA,NA,1,0,1,100981,0,1,Israel,2011,94,0,0,Israeli train passengers,0,NA,30.58,7.66,19-54,52.12766,29,NA,NA,NA,NA,2,NA,NA,2,1,Iran nuclear threat,4,1,1,Iran nuclear threat,5,1,NA,-99,0,NA,Hamas: no threat reduction,1,Willingness to bargain with Hamas for Gilad Shalit,0,NA,3,NA,1,4,3,2,8,NA,NA,NA,NA,1,Text on p. 803,d,0.89,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,0,0.385994,0.00713,0.084439,0.407084,0.010989,0.104828,94,0.973914356964846,786
10098,Halperin et al.,2013,1,1.528,Extinction Threat and Collective Angst,NA,NA,1,0,2,100982,0,1,Israel,2011,54,0,0,Israeli train passengers,0,NA,32.42,11.97,18-71,42.59259,32.1,NA,NA,NA,NA,2,NA,NA,2,1,Iran nuclear threat,4,1,1,Iran nuclear threat,5,1,NA,-99,0,NA,PA: threat reducution,2,Willingness to bargain with Palestinians,0,NA,3,0.85,3,4,3,2,8,NA,NA,NA,NA,2,Text on p. 806,d,-0.57,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.274086,0.015246,0.123475,-0.281276,0.019608,0.140029,54,0.525832715276212,787
10099,Hamama-Raz,2008,1,1.585,NA,NA,NA,1,0,1,100991,0,3,Israel,NA,276,0,1,Israeli Palestinian Adolescents,0,NA,16,NA,NA,52.09,35.9,NA,NA,NA,NA,3,NA,NA,1,1,PTSD symptoms after attacks,14,1,1,Israeli-Palestinian conflict,6,2,NA,2,1,NA,NA,1,Attitudes towards peace with PA,0,NA,3,0.85,3,4,3,2,8,NA,NA,NA,NA,1,Table 4 on p. 525,r,-0.09,NA,276,NA,NA,NA,NA,NA,NA,NA,1,0,0.09,0.003578,0.059816,0.090244,0.003663,0.060523,276,0.320640976085374,788
10100,Haridakis & Rubin,2005,1,0,NA,NA,NA,2,0,1,101001,0,3,US,NA,218,0,1,University students,0,NA,20.6,4.19,NA,42.2,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism exposure via television,8,1,0,NA,1,0,NA,-99,-99,NA,NA,1,Restrictive policies,0,NA,1,0.77,3,NA,NA,NA,9,NA,NA,NA,NA,0,Table 1 on p. 13,beta,0.06,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,2,0.1088,0.0045,0.067082,0.109232,0.004651,0.068198,218,0.361380435551789,794
10101,Hawi et al.,2019,1,0,NA,NA,NA,2,0,1,101011,0,3,New Zealand,2017,16328,1,0,NZAVS participants,0,NA,51.27,13.73,NA,63.4,NA,3.57,1.39,1-7,0.51,3,81.6,0.2,2,1,Terrorism worry,10,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Feeling thermometer: Muslims,0,NA,2,NA,1,1,3,0,99,NA,NA,NA,NA,1,Table 1 on p. 83,r,-0.164,NA,16328,NA,NA,NA,NA,NA,NA,NA,1,0,0.164,5.8e-5,0.007616,0.165495,6.1e-5,0.00781,16328,1,796
10102,Henderson-King et al.,2009,1,0.364,NA,NA,NA,1,0,1,101021,0,3,US,NA,297,0,1,University students,0,NA,NA,NA,NA,58.58586,NA,3.79,1.99,1-7,0.5414285714285715,3,NA,NA,4,1,Perceived threat,10,0,0,NA,1,2,NA,-99,-99,NA,NA,1,Middle Eastern attitudes index,0,NA,2,0.91,3,1,1,2,99,NA,NA,NA,NA,1,Table 3 on p. 247,r,-0.1,NA,266,NA,NA,NA,NA,NA,NA,NA,1,0,0.1,0.003698,0.060811,0.100335,0.003802,0.06166,266,0.370769110146111,806
10103,Hendricks,2019,1,0,NA,NA,NA,2,0,1,101031,0,3,US,NA,410,2,0,MTurkers,0,NA,39.7,11.2,23-74,50,NA,4.3,2.3,1-9,0.47777777777777775,3,74.1,NA,3,1,Terrorist Threat Scale,10,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Support for civil liberties,0,NA,1,0.77,3,NA,NA,NA,9,NA,NA,NA,NA,1,Table 2 on p. 150,r,-0.52,NA,410,NA,NA,NA,NA,NA,NA,NA,1,0,0.52,0.001302,0.036083,0.57634,0.002457,0.049568,410,1,815
10104,Hetherington & Suhay,2011,1,2.588,Authoritarianism & Threat,NA,NA,1,0,1,101041,0,3,US,2006,1000,1,0,US population,0,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,3,NA,NA,3,1,Perceived threat (personal),9,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Partisanship,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,1,Footnote 16 on p. 551,r,0.08,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08,9.88e-4,0.031432,0.080171,0.001003,0.03167,1000,0.716544765224333,819
10104,Hetherington & Suhay,2011,1,2.588,Authoritarianism & Threat,NA,NA,1,0,2,101042,0,3,US,2008,1500,1,0,US population,0,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,3,NA,NA,3,1,Perceived threat (personal),9,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Partisanship,0,NA,1,NA,1,NA,NA,NA,6,NA,NA,NA,NA,2,Footnote 16 on p. 551,r,0.07,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07,6.61e-4,0.02571,0.070115,6.68e-4,0.025846,1500,0.774474912663756,821
10105,Hindman,2004,1,0,Media System Dependency,Rally-around-the-flag,NA,1,0,1,101051,0,3,US,2001,3501,1,0,US population,0,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Approval President Bush,30,3,1,NA,1,NA,NA,NA,4,George W. Bush,1,1,0,1,Table 2 on p. 36,proportions,NA,NA,NA,0.507,NA,2001,0.837,NA,1500,NA,NA,0,0.401761,3.02e-4,0.017378,0.425747,2.86e-4,0.016912,3501,1,823
10106,Hirschberger et al.,2017,1,1.973,NA,NA,NA,1,0,1,101061,0,1,Israel,NA,116,0,0,Train commuters,0,NA,28.92,11.39,19-66,46.55172,NA,NA,NA,NA,NA,4,NA,NA,4,1,Holocaust,3,1,1,Holocaust,5,2,6000000,2,-99,NA,US support,1,Preemptive strike on Iran,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,1,Text on p. 308,f,1.54,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,0,0.11545,0.008483,0.092103,0.115967,0.009009,0.094916,114,0.232192825002521,824
10106,Hirschberger et al.,2017,1,1.973,NA,NA,NA,1,0,2,101062,0,1,Israel,NA,133,0,1,University students,0,NA,25.58,4.43,18-47,48.87218,NA,NA,NA,NA,NA,4,NA,NA,4,1,Holocaust,3,1,1,Holocaust,5,2,6000000,2,-99,NA,vs. Inclusive framing,1,Preemptive strike on Iran,0,NA,1,0.79,3,NA,NA,NA,8,NA,NA,NA,NA,6,Text on p. 310,p-value,0.012,NA,NA,NA,NA,44.333333333333336,NA,NA,44,NA,NA,0,0.263903,0.009493,0.097432,0.270299,0.011765,0.108467,88,0.706957052952725,829
10106,Hirschberger et al.,2017,1,1.973,NA,NA,NA,1,0,3,101063,0,1,Israel,NA,478,1,0,Jewish-Israeli,0,NA,40.9,14.06,18-70,50.5,NA,NA,NA,NA,NA,4,NA,NA,2,1,Holocaust,3,1,1,Holocaust,5,2,6000000,2,0,NA,vs. NA genocide,1,Aggress/retaliate terrorists,0,NA,1,0.81,3,NA,NA,NA,8,NA,NA,NA,NA,8,Table 1 on p. 313,beta,-0.03,NA,478,NA,NA,NA,NA,NA,NA,NA,1,2,0.0794,0.00207,0.045497,0.079567,0.002105,0.04588,478,0.411369834662733,831
10107,Hirsch-Hoefler et al.,2014,1,1.531,Distress-threat mediation,NA,NA,1,0,1,101071,0,4,Israel,2007,1627,1,0,Israeli and Palestinian sample,1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,1,Exposure to violence,6,0,1,Israeli-Palestinian conflict,6,2,NA,2,1,NA,NA,1,Attitudes towards peace,0,NA,3,NA,1,4,3,2,8,NA,NA,NA,NA,1,Table 2 on p. 853,"m, sd",NA,NA,NA,2.58,1.63,830,2.12,1.51,797,NA,1,0,0.144707,5.83e-4,0.024145,0.14573,6.16e-4,0.024819,1627,0.999954703906445,833
10108,Hitlan et al.,2007,1,0,IET (Intergroup Emotion Theory),ITT,NA,1,0,1,101081,0,3,US,2001,224,0,1,University students,0,NA,19.64,4.76,16-64,65.17857,NA,NA,NA,NA,NA,4,NA,NA,3,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Symbolic threat of Mexicans,0,NA,2,0.64,2,2,2,0,99,NA,NA,NA,NA,1,Table 4 on p. 148,"m, sd",NA,NA,NA,4.48,1.27,84,4.51,1.07,140,NA,NA,0,0.012641,0.004463,0.066806,0.012642,0.004525,0.067268,224,0.0539988607088798,835
10109,"Hobfoll, Canetti-Nisim, & Johnson",2006,1,4.023,Conservation of resources (COR) theory,NA,NA,1,0,1,101091,0,3,Israel,2003,185,1,0,Palestinian Citizens of Israel,1,35,34.47,12.11,NA,51,NA,NA,NA,NA,NA,4,NA,NA,1,1,Terrorism exposure,6,1,1,Al-Aqsa intifada,6,2,NA,2,1,NA,NA,1,Ethnic exclusion,0,NA,2,0.77,3,2,2,0,99,NA,NA,NA,NA,1,Appendix A,r,0.04,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.005417,0.0736,0.040021,0.005495,0.074128,185,0.0840760482892802,838
10110,Holman et al.,2019,1,1.817,Gender stereotypes,Experience,Issue Ownership,2,0,1,101101,0,1,US,2017,541,2,0,MTurkers,0,NA,35.5,NA,NA,45.4,45.2,NA,NA,NA,NA,3,79,NA,2,1,National threat manipulation (worry),4,1,0,NA,0,2,NA,-99,-99,NA,NA,1,Feeling thermometer: H. Clinton,0,NA,2,NA,1,1,4,0,4,Hilary Clinton,0,0,1,1,Fig. 2 (mail correspondence),"m, sd",NA,NA,NA,39.534626,33.420628000000001,362,32.424581,30.466387,179,NA,NA,0,-0.102475,0.0018,0.042426,-0.102836,0.001859,0.043116,541,0.665406745325394,844
10110,Holman et al.,2019,1,1.817,Gender stereotypes,Experience,Issue Ownership,2,0,2,101102,0,1,US,2016,1192,2,0,SSI Participants,0,NA,NA,NA,NA,51.85,NA,3.768333333333333,NA,NA,NA,3,65.16,NA,3,1,Terror manipulation,4,1,1,ISIS Attacks,1,2,NA,2,0,NA,NA,1,Feeling thermometer: H. Clinton,0,NA,2,NA,1,1,4,0,4,Hilary Clinton,0,0,1,5,Mail correspondence,"m, sd",NA,NA,NA,51.004566,36.594166000000001,228,53.67382,36.4353,250,NA,NA,0,0.036491,0.002085,0.045662,0.036507,0.002105,0.04588,478,0.12517942207433,848
10111,"Holman, Merolla, & Zechmeister",2011,1,0,Belief- and trait-based gender stereotypes,NA,NA,2,0,1,101111,0,1,US,2005,200,0,1,University students,0,NA,NA,NA,NA,53.5,54,NA,NA,NA,NA,1,58,NA,3,1,Terrorism threat (audiovisual news),4,1,0,NA,0,0,NA,-99,-99,0,vs. control group,1,Gender-trait stereotype,0,NA,2,0.84,3,2,4,0,99,NA,NA,NA,NA,1,Mail correspondence,"m, sd",NA,NA,NA,2.32,1.37,48,2.91,1.56,49,NA,NA,0,0.196867,0.009341,0.096649,0.199471,0.010638,0.103141,97,0.493072489865925,852
10112,"Holman, Merolla, & Zechmeister",2016,1,1.116,Belief- and trait-based gender stereotypes,NA,NA,2,0,1,101121,0,1,US,2010,1074,1,0,US population,1,61.4,46.42,17.458,18-95,51.2,36.38,NA,NA,NA,NA,3,70,NA,3,1,Terrorism threat,4,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Feeling thermometer: Democratic candidate,0,NA,1,NA,1,NA,NA,NA,4,Hypothetical candidate,0,0,NA,1,Own calculations based on replication material,"m, sd",NA,NA,NA,51.587058,21.203624999999999,514,50.4387,18.926168,525,NA,1,0,0.028615,9.6e-4,0.030984,0.028622,9.65e-4,0.031064,1039,0.151525528713256,862
10113,"Holman, Merolla, & Zechmeister",2017,1,0,Belief- and trait-based gender stereotypes,NA,NA,2,0,1,101131,0,3,US,2012,1145,1,0,US population,0,NA,45.05,NA,NA,50.5,NA,6.1,NA,NA,0.5545454545454546,3,68.5,NA,3,1,Terrorism threat,4,1,0,NA,0,0,NA,-99,-99,NA,vs. control group,1,Feeling thermometer: H. Clinton,0,NA,2,NA,1,1,4,0,4,Hillary Clinton,0,0,1,1,Table 2 on p. 5,p-value,0.21,NA,763,NA,NA,NA,NA,NA,NA,NA,1,0,-0.045374,0.001304,0.036111,-0.045405,0.001316,0.036277,763,0.240257791910389,868
10114,Horry & Wright,2009,1,1.297,Priming,NA,NA,1,0,1,101141,0,1,US,NA,125,0,1,University students,0,NA,21.8,NA,18-42,78,NA,NA,NA,NA,NA,4,100,NA,2,1,Subliminal priming with terrorism,5,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Stereotypes towards faces,0,NA,2,NA,3,2,2,2,99,NA,NA,NA,NA,1,Text on p. 349,"m, sd",NA,NA,NA,710.22,178.16,50,640.25,101.4,47,NA,NA,0,0.236318,0.008933,0.094515,0.240871,0.010638,0.103141,97,0.650220029071232,880
10115,Huesmann et al.,2012,1,1.989,Social Cognitive Information-Processing,SIT,NA,1,0,1,101151,0,3,US,2006,269,0,1,High school students,0,NA,15.96,NA,NA,50,NA,NA,NA,NA,NA,4,NA,NA,1,1,Media exposure to Israeli-Palestinian conflict,8,0,1,Israeli-Palestinian conflict,6,1,NA,2,1,NA,NA,1,Stereotypes about Arabs,0,NA,2,NA,3,2,3,0,99,NA,NA,NA,NA,1,Table 2 on p. 565,r,0.06,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06,0.003705,0.060869,0.060072,0.003759,0.061311,269,0.165444799239555,881
10116,Iyer et al.,2014,1,0.79,Appraisal theory,Framing,NA,1,0,1,101161,0,3,UK,NA,235,0,0,Convenience & snowball sampling,0,NA,36.64,15.88,18-68,39.1489,NA,3.21,1.08,1-7,0.4585714285714286,3,NA,NA,4,1,Appraisal of suffering,16,1,1,7/07 London Bombings,1,3,56 ,1,0,NA,Cognitions,1,Policy support: Help for victims,0,NA,1,0.87,3,NA,NA,NA,11,NA,NA,NA,NA,1,Table 1 on p. 516,r,0.29,NA,235,NA,NA,NA,NA,NA,NA,NA,1,0,-0.29,0.003585,0.059875,-0.298566,0.00431,0.065651,235,0.995291290484322,884
10117,Iyer et al.,2015,1,2.384,Emotions,NA,NA,1,0,1,101171,0,3,Australia,2008,106,0,1,University students,0,NA,20.09,3.6,17-48,73.58491,NA,NA,NA,NA,NA,4,NA,NA,2,1,Fear at terrorists (speech),11,1,0,NA,1,1,NA,-99,0,NA,NA,1,Support own nation in Afghan war,0,NA,1,0.96,3,NA,NA,NA,8,NA,NA,NA,NA,1,Table 1 on p. 637,r,-0.36,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.36,0.007215,0.084941,-0.376886,0.009709,0.098534,106,0.970022303313745,905
10117,Iyer et al.,2015,1,2.384,Emotions,NA,NA,1,0,2,101172,0,3,"US, UK, and Australia",2010,332,1,0,Adults,0,NA,50.56,13.03,21-83,43.37349,NA,NA,NA,NA,NA,3,NA,NA,4,1,Fear at terrorists (speech),11,1,0,NA,1,1,NA,-99,0,NA,NA,1,Support own nation in Afghan war,0,NA,1,0.93,3,NA,NA,NA,8,NA,NA,NA,NA,7,Table 4 on p. 642,r,-0.28,NA,332,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.28,0.002566,0.050656,-0.287682,0.00304,0.055136,332,0.999453403654785,911
10118,Jakobsson & Blom,2014,1,1.093,NA,NA,NA,1,0,1,101181,0,2,Norway,2011,988,1,0,Representative sample of Norwegians,1,57.5,44.375,15.965,16-79,51,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorist attack,1,1,1,2011 Utoya attacks,2,2,77,1,1,NA,NA,1,Attitudes toward immigrants,0,NA,3,0.758,2,2,2,0,10,NA,NA,NA,NA,1,Table 1 on p. 480,"m, sd",NA,NA,NA,25.146,5.36,164,27.189,4.3,824,NA,1,0,-0.144653,9.6e-4,0.030984,-0.145675,0.001015,0.031859,988,0.995527614617812,917
10119,Johnson et al.,2009,1,0,Conservation of resources (COR) theory,NA,NA,1,0,1,101191,0,3,Israel,2004,560,0,0,Israeli Jews,1,57,45.65,15.59,NA,56,NA,NA,NA,NA,NA,4,NA,0,2,1,Exposure (T1),6,1,1,Al-Aqsa intifada,1,2,NA,2,1,NA,NA,1,Support political violence (T1),0,NA,1,0.65,2,NA,NA,NA,11,NA,NA,NA,NA,1,Appendix on p. 310,r,0.002,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,0,0.002,0.001789,0.042297,0.002,0.001795,0.042367,560,0.0502269800999655,918
10120,Johnson et al.,2011,1,0,Stereotyping,Group threat,Political tolerance,1,0,1,101201,0,1,US,2006,574,0,1,University students,1,23,26.96,9.47,18-70,63.2,NA,2.72,0.84,1-5,NA,3,58.6,NA,2,1,Terrorism context,5,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Racial/ethnic profiling: General,0,NA,3,NA,1,4,1,0,10,NA,NA,NA,NA,1,Table 3 on p. 434,chi-square,0.494,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,0,0.029388,0.001748,0.041809,0.029396,0.001757,0.041917,572,0.108011589975323,966
10121,Jonathan,2010,1,1.068,Rally-around-the-flag,NA,NA,1,0,1,101211,0,3,Israel,2002,NA,1,0,Israeli population,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,2,1,Terrorist attacks,1,0,1,Al-Aqsa intifada,1,2,NA,2,1,NA,NA,1,Trust in police,0,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,Table 1 on p. 761,"m, sd",NA,NA,NA,3.26,1.06,812,3.77,1.03,1187,NA,NA,0,0.232283,4.33e-4,0.020809,0.236602,4.99e-4,0.022338,2009,1,971
10122,Jost et al.,2007,1,2.58,Threat model of political conservatism,NA,NA,1,0,1,101221,0,3,US,NA,161,0,1,University students,0,NA,18.42,1.43,17-35,65.5,NA,4.95,2.23,1-9,NA,3,NA,NA,4,1,Threat of terrorism,10,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Political conservatism,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,1,Table 1 on p. 994,r,0.34,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,0,0.34,0.004889,0.069921,0.354093,0.006329,0.079555,161,0.993849954249686,972
10122,Jost et al.,2007,1,2.58,Threat model of political conservatism,NA,NA,1,0,2,101222,0,3,US,NA,182,0,1,University students,0,NA,19.12,1.77,18-34,72.4,NA,3.93,1.93,1-9,NA,3,NA,NA,4,1,Threat of terrorism,10,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Political conservatism,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,2,Table 3 on p. 1001,r,0.39,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,0,0.39,0.003972,0.063024,0.4118,0.005587,0.074746,182,0.999816824132085,973
10123,"Jungkunz, Helbling, & Schwemmer",2019,1,1.066,Threat perceptions,NA,NA,1,0,1,101231,0,2,Germany,2015,151,0,1,University students,0,NA,24.25333,3.603106,NA,50.68,NA,0.238,0.428,0-1,0.238,1,NA,NA,4,1,Terrorist attack,1,0,1,November 2015 Paris attacks,1,1,130,2,0,NA,Muslim target,1,Feeling thermometer: Muslim immigrants,0,NA,2,NA,1,4,3,2,99,NA,NA,NA,NA,1,Mail correspondence,"m, sd",NA,NA,NA,74.42857,16.565090000000001,28,70.47368,23.05779,38,NA,1,0,0.094596,0.014815,0.121717,0.09488,0.015873,0.125988,66,0.117712833147012,974
10124,"Kaakinen, Oksanen, & Rasanen",2018,1,3.536,SIT/self-categorization/ITT,TMT,Uncertainty-Identity Theory (UIT),1,0,1,101241,0,2,Finland,2015,376,1,0,Finish adolescents,0,NA,23.31,3.78,NA,60,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorist attack,1,1,1,November 2015 Paris attacks,1,1,130,2,0,NA,NA,1,Seen online hate: general,30,NA,2,NA,1,3,5,0,99,NA,NA,NA,NA,1,Table 3 on p. 94,AME/APE,0.268,NA,NA,NA,NA,555,NA,NA,192,NA,NA,0,0.268,0.001155,0.033985,0.274708,0.001344,0.036661,747,0.99999998468367,982
10125,"Kalagy, Braun-Lewesohn, & Abu-Haf",2017,1,0.873,NA,NA,NA,1,0,1,101251,0,3,Israel,2014,53,0,1,Religious teenagers,0,NA,15,1.24,NA,52.8,NA,NA,NA,NA,NA,4,NA,NA,2,1,Anxiety,11,1,1,2014 Israel–Gaza conflict,5,2,2251,2,1,NA,NA,1,Peaceful conflict resolution,0,NA,1,0.65,2,NA,NA,NA,8,NA,NA,NA,NA,1,Table 2 on p. 1074,r,0.36,NA,53,NA,NA,NA,NA,NA,NA,NA,1,0,-0.36,0.014569,0.120702,-0.376886,0.02,0.141421,53,0.766373561760901,989
10126,Kastenmüller et al.,2011,1,1.348,TMT,NA,NA,1,0,1,101261,0,1,Germany,2009,77,0,1,Convenience sample on university campus,0,NA,32.38,10.96,NA,52.85714,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism pictures,5,1,1,Madrid and NYC,1,1,NA,2,0,NA,High LIBC,1,Prejudice against Muslims,1,NA,2,0.86,3,2,3,2,99,NA,NA,NA,NA,1,Table 1 on p. 608,"m, sd",NA,NA,NA,1.24,1.21,19,0.65,1.01,20,NA,NA,0,-0.256382,0.021645,0.147122,-0.262232,0.027778,0.166667,39,0.355967160154627,997
10126,Kastenmüller et al.,2011,1,1.348,TMT,NA,NA,1,0,2,101262,0,1,Germany,2009,96,0,1,Convenience sample on university campus,0,NA,32.71,14.55,NA,55.20833,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism pictures,5,1,1,Madrid and NYC,1,1,NA,2,0,NA,High LIBC,1,Prejudice against immigrants,1,NA,2,0.6,2,2,2,1,99,NA,NA,NA,NA,3,Table 2 on p. 610,"m, sd",NA,NA,NA,0.88,0.86,25,0.96,0.85,24,NA,NA,0,0.046716,0.020297,0.142468,0.04675,0.021739,0.147442,49,0.0614723385766202,999
10127,Kim,2016,1,0.772,IET,ITT,NA,1,0,1,101271,0,3,US,2009,394,0,1,University students,0,NA,20.02,1.52,19-29,77.41117,NA,NA,NA,NA,NA,4,NA,NA,2,1,Collective anger to 9/11,12,1,1,9/11 Attacks,1,2,2996,2,0,NA,Collective emotion,1,Military intervention,0,NA,1,0.87,3,NA,NA,NA,8,NA,NA,NA,NA,1,Table 1 on p. 460,r,0.22,NA,394,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.002304,0.048,0.223656,0.002558,0.050577,394,0.993201466719162,1001
10127,Kim,2016,1,0.772,IET,ITT,NA,1,0,2,101272,0,1,US,2009,80,0,1,University students,0,NA,20.24,1.94,12-28,52.5,NA,NA,NA,NA,NA,4,NA,NA,2,1,Collective anger to 9/11,12,1,1,9/11 Attacks,1,2,2996,2,0,NA,Collective emotion,1,Military intervention,0,NA,1,0.93,3,NA,NA,NA,8,NA,NA,NA,NA,13,Table 2 on p. 462,"m, sd",NA,NA,NA,3.39,1.74,40,3.41,1.36,40,NA,NA,0,0.003889,0.0125,0.111803,0.003889,0.012987,0.113961,80,0.0499363981032495,1013
10128,Kimhi et al.,2019,1,1.46,Community Resilience,NA,NA,2,0,1,101281,0,3,Israel,NA,1022,1,0,Jewish adults,0,NA,43.56,16.09,18-91,48,NA,2.42,0.88,1-5,0.484,3,NA,NA,2,1,Sense of danger,11,1,0,NA,0,0,NA,-99,-99,NA,NA,1,National resilience: overall,0,NA,1,0.92,3,NA,NA,NA,1,NA,NA,NA,NA,1,Table 3 on p. 727,r,-0.229,NA,1022,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.229,8.79e-4,0.029648,-0.233134,9.81e-4,0.031321,1022,0.999999979388351,1017
10129,Klar & Schori-Eyal,2015,1,1.548,NA,NA,NA,0,0,1,101291,0,3,Israel,2013,80,0,0,Jewish residents of Sderot,0,NA,36.45,13.92,17-72,53.75,6.7,5.11,1.79,1-7,0.7300000000000001,2,NA,NA,2,1,Perceived suffering,16,1,1,Terror attacks by Palestinians/from Gaza,1,1,NA,2,1,NA,NA,1,Empathy towards Palestinians,0,NA,2,0.92,3,1,3,2,99,NA,NA,NA,NA,1,Table 1 on p. 633,r,-0.05,NA,80,NA,NA,NA,NA,NA,NA,NA,1,0,0.05,0.012595,0.112227,0.050042,0.012987,0.113961,80,0.0724023180396397,1025
10129,Klar & Schori-Eyal,2015,1,1.548,NA,NA,NA,0,0,2,101292,0,3,Israel,2014,123,0,0,Jewish residents of areas bordering Gaza,0,NA,34.52,12.57,NA,52.84552845528455,8.8,5.14,1.82,1-7,0.7342857142857142,2,NA,NA,2,1,Perceived suffering,16,1,1,Terror attacks by Palestinians/from Gaza,1,1,NA,2,1,NA,NA,1,Empathy towards Palestinians,0,NA,2,0.92,3,1,3,2,99,NA,NA,NA,NA,5,Table 2 on p. 634,r,0.03,NA,123,NA,NA,NA,NA,NA,NA,NA,1,0,-0.03,0.008182,0.090454,-0.030009,0.008333,0.091285,123,0.062422938742045,1029
10130,Kossowska et al.,2011,1,2.368,RWA,NA,NA,2,0,1,101301,0,3,Belgium,2006,86,0,1,University students,0,NA,24.79,3.81,NA,37.2093,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorist threat,9,1,0,NA,0,0,NA,-99,-99,NA,No recent attack,1,RWA,0,NA,1,0.81,3,NA,NA,NA,5,NA,NA,NA,NA,1,Table 1 on p. 252,r,0.377,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,0,0.377,0.008658,0.093048,0.396558,0.012048,0.109763,86,0.952685791337195,1034
10130,Kossowska et al.,2011,1,2.368,RWA,NA,NA,2,0,2,101302,0,3,UK,2006,68,0,1,University students,0,NA,21.21,1.43,18-26,55.88235,NA,NA,NA,NA,NA,4,64.70588,NA,3,1,Terrorist threat,9,1,0,NA,0,0,NA,-99,-99,NA,Recent attack,1,RWA,0,NA,1,0.78,3,NA,NA,NA,5,NA,NA,NA,NA,3,Table 1 on p. 252,r,0.21,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.013638,0.116782,0.213171,0.015385,0.124036,68,0.408891599891356,1036
