ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique,TerrorMeasure,TerrorType
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,1,101831,0,1,US,NA,204,0,1,University students,0,NA,19.57,1.71,NA,49.01960784313725,NA,NA,NA,NA,NA,4,80.3921568627451,NA,2,1,Terrorism videogame: Arab terrorists,5,1,0,NA,1,0,NA,-99,-99,NA,NA,2,Explicit Arab attitudes,0,NA,2,NA,3,2,3,2,99,NA,NA,NA,NA,3,Text on p. 89,"m, sd",NA,NA,NA,-0.22,0.95,62,0.15,0.88,62,NA,NA,0,0.198037,0.007298,0.085428,0.200688,0.008264,0.090907,124,0.600793941930745,1399,Other,Islamist
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,1,101831,0,1,US,NA,204,0,1,University students,0,NA,19.57,1.71,NA,49.01960784313725,NA,NA,NA,NA,NA,4,80.3921568627451,NA,2,2,Terrorism videogame: Russian terrorists,5,1,0,NA,6,0,NA,-99,-99,NA,NA,2,Explicit Arab attitudes,0,NA,2,NA,3,2,3,0,99,NA,NA,NA,NA,4,Text on p. 89,"m, sd",NA,NA,NA,-0.22,0.95,62,0.1,0.76,62,NA,NA,0,0.182854,0.007408,0.08607,0.184934,0.008264,0.090907,124,0.532462584138727,1400,Other,Other
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,1,101831,0,1,US,NA,204,0,1,University students,0,NA,19.57,1.71,NA,49.01960784313725,NA,NA,NA,NA,NA,4,80.3921568627451,NA,2,1,Terrorism videogame: Arab terrorists,5,1,0,NA,1,0,NA,-99,-99,NA,NA,3,Arab stereotypic appearances,0,NA,2,NA,3,2,3,2,99,NA,NA,NA,NA,5,Text on p. 89,"m, sd",NA,NA,NA,0.77,0.72,51,1.23,0.59,51,NA,NA,0,0.32987,0.007363,0.085808,0.342682,0.010101,0.100504,102,0.92848419205185,1401,Other,Islamist
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,1,101831,0,1,US,NA,204,0,1,University students,0,NA,19.57,1.71,NA,49.01960784313725,NA,NA,NA,NA,NA,4,80.3921568627451,NA,2,2,Terrorism videogame: Russian terrorists,5,1,0,NA,6,0,NA,-99,-99,NA,NA,3,Arab stereotypic appearances,0,NA,2,NA,3,2,3,0,99,NA,NA,NA,NA,6,Text on p. 89,"m, sd",NA,NA,NA,0.77,0.72,51,0.91,0.69,51,NA,NA,0,0.098783,0.009567,0.097811,0.099106,0.010101,0.100504,102,0.167515612577178,1402,Other,Other
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,1,101831,0,1,US,NA,204,0,1,University students,0,NA,19.57,1.71,NA,49.01960784313725,NA,NA,NA,NA,NA,4,80.3921568627451,NA,2,1,Terrorism videogame: Arab terrorists,5,1,0,NA,1,0,NA,-99,-99,NA,NA,4,Arab affect,0,NA,2,NA,3,1,3,2,99,NA,NA,NA,NA,7,Text on p. 89,"m, sd",NA,NA,NA,0.8,0.46,55,0.16,0.83,55,NA,1,0,0.430452,0.005475,0.073993,0.460452,0.009346,0.096675,110,0.997614978116748,1403,Other,Islamist
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,1,101831,0,1,US,NA,204,0,1,University students,0,NA,19.57,1.71,NA,49.01960784313725,NA,NA,NA,NA,NA,4,80.3921568627451,NA,2,2,Terrorism videogame: Russian terrorists,5,1,0,NA,6,0,NA,-99,-99,NA,NA,4,Arab affect,0,NA,2,NA,3,1,3,0,99,NA,NA,NA,NA,8,Text on p. 89,"m, sd",NA,NA,NA,0.8,0.46,55,0.52,0.8,55,NA,1,0,0.24129,0.007828,0.088476,0.246143,0.009346,0.096675,110,0.724539744123761,1404,Other,Other
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,2,101832,0,1,US,NA,250,0,1,University students,0,NA,19.42,1.78,NA,32.800000000000004,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism videogame,5,1,0,NA,6,0,NA,-99,-99,NA,NA,1,Implicit Arab attitudes,0,NA,2,NA,3,2,3,0,99,NA,NA,NA,NA,9,Text on p. 93,d,0.44,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,0,0.214862,0.004444,0.066663,0.218263,0.005076,0.071246,200,0.866586396154775,1405,Other,Other
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,2,101832,0,1,US,NA,250,0,1,University students,0,NA,19.42,1.78,NA,32.800000000000004,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism videogame,5,1,0,NA,6,0,NA,-99,-99,NA,NA,1,Implicit Arab attitudes,0,NA,2,NA,3,2,3,0,99,NA,NA,NA,NA,10,Text on p. 93,d,0.27,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0.126261,0.006404,0.080025,0.126938,0.006803,0.08248,150,0.338680179169565,1406,Other,Other
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,2,101832,0,1,US,NA,250,0,1,University students,0,NA,19.42,1.78,NA,32.800000000000004,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism videogram: Arab terrorist,5,1,0,NA,1,0,NA,-99,-99,NA,NA,1,Implicit Arab attitudes,0,NA,2,NA,3,2,3,2,99,NA,NA,NA,NA,11,Text on p. 93,d,0.49,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0.237962,0.008648,0.092995,0.242613,0.010309,0.101533,100,0.670025927522674,1407,Other,Islamist
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,2,101832,0,1,US,NA,250,0,1,University students,0,NA,19.42,1.78,NA,32.800000000000004,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism videogame,5,1,0,NA,6,0,NA,-99,-99,NA,NA,2,Explicit Arab attitudes,0,NA,2,0.93,3,2,3,0,99,NA,NA,NA,NA,12,Text on p. 93,d,0.49,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,0,0.237962,0.004324,0.065757,0.242613,0.005076,0.071246,200,0.926884592411119,1408,Other,Other
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,2,101832,0,1,US,NA,250,0,1,University students,0,NA,19.42,1.78,NA,32.800000000000004,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism videogram: Arab terrorist,5,1,0,NA,1,0,NA,-99,-99,NA,NA,2,Explicit Arab attitudes,0,NA,2,0.93,3,2,3,2,99,NA,NA,NA,NA,13,Text on p. 93,d,0.28,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0.138648,0.009527,0.097606,0.139547,0.010309,0.101533,100,0.281354094072306,1409,Other,Islamist
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,2,101832,0,1,US,NA,250,0,1,University students,0,NA,19.42,1.78,NA,32.800000000000004,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism videogame,5,1,0,NA,6,0,NA,-99,-99,NA,NA,3,Arab affect,0,NA,2,NA,3,1,3,0,99,NA,NA,NA,NA,14,Text on p. 93,d,0.55,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,0,0.265156,0.00417,0.064576,0.271647,0.005076,0.071246,200,0.968658894679141,1410,Other,Other
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,2,101832,0,1,US,NA,250,0,1,University students,0,NA,19.42,1.78,NA,32.800000000000004,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism videogame,5,1,0,NA,6,0,NA,-99,-99,NA,NA,3,Arab affect,0,NA,2,NA,3,1,3,0,99,NA,NA,NA,NA,15,Text on p. 93,d,0.31,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,0,0.153171,0.004712,0.068644,0.154386,0.005076,0.071246,200,0.583833332546058,1411,Other,Other
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,2,101832,0,1,US,NA,250,0,1,University students,0,NA,19.42,1.78,NA,32.800000000000004,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism videogram: Arab terrorist,5,1,0,NA,1,0,NA,-99,-99,NA,NA,3,Arab affect,0,NA,2,NA,3,1,3,2,99,NA,NA,NA,NA,16,Text on p. 93,d,0.46,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22414799999999999,0.008794,0.093776,0.228019,0.010309,0.101533,100,0.616226132837848,1412,Other,Islamist
10184,Saleem et al.,2017,1,3.021,priming (socio-cognitive theories of media learning),NA,NA,1,0,1,101841,0,3,US,NA,719,0,1,College students,0,NA,19.44,0.5,NA,47,NA,NA,NA,NA,NA,4,NA,0,2,1,Exposure to terrorism news,8,1,0,NA,1,0,NA,-99,-99,NA,NA,1,Support for military action,0,NA,1,0.86,3,NA,NA,NA,8,NA,NA,NA,NA,1,Table 1 on p. 848,r,0.15,NA,715,NA,NA,NA,NA,NA,NA,NA,NA,0,0.15,0.001338,0.036579,0.15114,0.001404,0.03747,715,0.981033441947377,1413,Reported exposure,Islamist
10184,Saleem et al.,2017,1,3.021,priming (socio-cognitive theories of media learning),NA,NA,1,0,1,101841,0,3,US,NA,719,0,1,College students,0,NA,19.44,0.5,NA,47,NA,NA,NA,NA,NA,4,NA,0,2,1,Exposure to terrorism news,8,1,0,NA,1,0,NA,-99,-99,NA,NA,2,SDO,0,NA,1,0.91,3,NA,NA,NA,6,NA,NA,NA,NA,2,Table 1 on p. 848,r,0.05,NA,715,NA,NA,NA,NA,NA,NA,NA,NA,0,0.05,0.001394,0.037336,0.050042,0.001404,0.03747,715,0.266822604266961,1414,Reported exposure,Islamist
10184,Saleem et al.,2017,1,3.021,priming (socio-cognitive theories of media learning),NA,NA,1,0,1,101841,0,3,US,NA,719,0,1,College students,0,NA,19.44,0.5,NA,47,NA,NA,NA,NA,NA,4,NA,0,2,1,Exposure to terrorism news,8,1,0,NA,1,0,NA,-99,-99,NA,NA,3,Political orientation,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,3,Table 1 on p. 848,r,-0.03,NA,715,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.03,0.001398,0.03739,-0.030009,0.001404,0.03747,715,0.126134789673546,1415,Reported exposure,Islamist
10184,Saleem et al.,2017,1,3.021,priming (socio-cognitive theories of media learning),NA,NA,1,0,2,101842,0,3,US,NA,200,2,0,MTurkers,0,NA,36.74,12.78,NA,56.00000000000001,NA,NA,NA,NA,NA,4,NA,0,2,1,Exposure to terrorism news,8,1,0,NA,1,0,NA,-99,-99,NA,NA,1,Ingroup identification,0,NA,1,0.93,3,NA,NA,NA,1,NA,NA,NA,NA,4,Table 2 on p. 851,r,0.24,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,0,0.24,0.004463,0.066806,0.244774,0.005076,0.071246,200,0.931013757021101,1416,Reported exposure,Islamist
10184,Saleem et al.,2017,1,3.021,priming (socio-cognitive theories of media learning),NA,NA,1,0,2,101842,0,3,US,NA,200,2,0,MTurkers,0,NA,36.74,12.78,NA,56.00000000000001,NA,NA,NA,NA,NA,4,NA,0,2,1,Exposure to terrorism news,8,1,0,NA,1,0,NA,-99,-99,NA,NA,2,Muslims as aggressive,0,NA,2,0.9,3,1,3,2,99,NA,NA,NA,NA,5,Table 2 on p. 851,r,0.35,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,0,0.35,0.003869,0.062201,0.365444,0.005076,0.071246,200,0.999266014480627,1417,Reported exposure,Islamist
10184,Saleem et al.,2017,1,3.021,priming (socio-cognitive theories of media learning),NA,NA,1,0,2,101842,0,3,US,NA,200,2,0,MTurkers,0,NA,36.74,12.78,NA,56.00000000000001,NA,NA,NA,NA,NA,4,NA,0,2,1,Exposure to terrorism news,8,1,0,NA,1,0,NA,-99,-99,NA,NA,3,Restriction of civil liberties: Muslims,0,NA,3,0.92,3,4,3,2,10,NA,NA,NA,NA,6,Table 2 on p. 851,r,0.32,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,0,0.32,0.004049,0.063632,0.331647,0.005076,0.071246,200,0.996590177725349,1418,Reported exposure,Islamist
10184,Saleem et al.,2017,1,3.021,priming (socio-cognitive theories of media learning),NA,NA,1,0,2,101842,0,3,US,NA,200,2,0,MTurkers,0,NA,36.74,12.78,NA,56.00000000000001,NA,NA,NA,NA,NA,4,NA,0,2,1,Exposure to terrorism news,8,1,0,NA,1,0,NA,-99,-99,NA,NA,4,Political orientation,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,7,Table 2 on p. 851,r,0.21,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.004592,0.067764,0.213171,0.005076,0.071246,200,0.850542067367178,1419,Reported exposure,Islamist
10184,Saleem et al.,2017,1,3.021,priming (socio-cognitive theories of media learning),NA,NA,1,0,3,101843,0,3,US,NA,400,2,1,Mturkers + Students,0,NA,27.939999999999998,NA,NA,49,NA,NA,NA,NA,NA,4,NA,0,2,1,Terrorism news video,2,1,1,2007 attempt attack on Fort Dix,1,2,0,0,0,NA,NA,1,Muslims as aggressive,0,NA,2,0.9,3,1,3,2,99,NA,NA,NA,NA,8,Mail correspondence,f,8.5,NA,NA,NA,NA,99,NA,NA,99,NA,NA,0,0.202885,0.004548,0.067439,0.205739,0.005128,0.07161,198,0.821091974010106,1420,Acts of violence,Islamist
10184,Saleem et al.,2017,1,3.021,priming (socio-cognitive theories of media learning),NA,NA,1,0,3,101843,0,3,US,NA,400,2,1,Mturkers + Students,0,NA,27.939999999999998,NA,NA,49,NA,NA,NA,NA,NA,4,NA,0,2,1,Terrorism news video,2,1,1,2007 attempt attack on Fort Dix,1,2,0,0,0,NA,NA,2,Restriction of civil liberties: Muslims,0,NA,3,0.91,3,4,3,2,10,NA,NA,NA,NA,9,Mail correspondence,f,5.25,NA,NA,NA,NA,99,NA,NA,99,NA,NA,0,0.160718,0.004731,0.068782,0.162124,0.005128,0.07161,198,0.621341102322628,1421,Acts of violence,Islamist
10184,Saleem et al.,2017,1,3.021,priming (socio-cognitive theories of media learning),NA,NA,1,0,3,101843,0,3,US,NA,400,2,1,Mturkers + Students,0,NA,27.939999999999998,NA,NA,49,NA,NA,NA,NA,NA,4,NA,0,2,1,Terrorism news video,2,1,1,2007 attempt attack on Fort Dix,1,2,0,0,0,NA,NA,3,Support for military action,0,NA,1,0.88,3,NA,NA,NA,8,NA,NA,NA,NA,10,Mail correspondence,f,4.41,NA,NA,NA,NA,99,NA,NA,99,NA,NA,0,0.147606,0.00478,0.069138,0.148692,0.005128,0.07161,198,0.548161115720728,1422,Acts of violence,Islamist
10185,Schildkraut,2009,1,0.691,NA,NA,NA,2,0,1,101851,0,1,US,2004,2800,1,0,American adults,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,58.32142857142857,NA,3,1,Terrorism prime,5,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Racial profiling,0,NA,3,NA,1,4,3,2,10,NA,NA,NA,NA,1,Text on p. 67,proportions,NA,NA,NA,0.23,NA,1400,0.66,NA,1400,NA,NA,0,0.458507,2.7e-4,0.016432,0.495419,3.58e-4,0.018921,2800,1,1423,Other,Islamist
10186,Schuller,2015,1,0.51,TMT,MSC,NA,0,0,1,101861,0,2,Germany,2001,NA,1,0,German adults,0,NA,45.989999999999995,NA,NA,51.36,NA,NA,NA,NA,NA,3,NA,NA,4,1,Terrorist attack,1,1,1,9/11 Attacks,1,1,2996,2,0,NA,NA,1,Left-wing party support,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,1,Table A.2,"m, sd",NA,NA,NA,0.262,0.44,36982,0.281,0.45,688,NA,1,0,-0.00578,2.7e-5,0.005196,-0.00578,2.7e-5,0.005196,37670,0.201999679584863,1424,Acts of violence,Islamist
10186,Schuller,2015,1,0.51,TMT,MSC,NA,0,0,1,101861,0,2,Germany,2001,NA,1,0,German adults,0,NA,45.989999999999995,NA,NA,51.36,NA,NA,NA,NA,NA,3,NA,NA,4,1,Terrorist attack,1,1,1,9/11 Attacks,1,1,2996,2,0,NA,NA,2,Right-wing party support,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,2,Table A.2,"m, sd",NA,NA,NA,0.198,0.39900000000000002,36982,0.221,0.415,688,NA,NA,0,0.007713,2.7e-5,0.005196,0.007713,2.7e-5,0.005196,37670,0.321962523616719,1425,Acts of violence,Islamist
10187,Sekerdej & Kossowska,2011,1,0,Framing of terrorism,NA,NA,1,0,1,101871,0,3,Poland,NA,80,0,0,Employees of a bank,0,NA,28.7,2.8,NA,35,NA,NA,NA,NA,NA,4,NA,NA,4,1,Threat of terrorism,9,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Nationalism,0,NA,1,0.8,3,NA,NA,NA,1,NA,NA,NA,NA,1,Mail correspondence,r,0.33,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,0,0.33,0.010051,0.100255,0.342828,0.012987,0.113961,80,0.856555378930745,1426,Threat,No ideology
10187,Sekerdej & Kossowska,2011,1,0,Framing of terrorism,NA,NA,1,0,1,101871,0,3,Poland,NA,80,0,0,Employees of a bank,0,NA,28.7,2.8,NA,35,NA,NA,NA,NA,NA,4,NA,NA,4,1,Threat of terrorism,9,1,0,NA,0,0,NA,-99,-99,NA,NA,2,Restriction of civil liberties,0,NA,1,0.89,3,NA,NA,NA,9,NA,NA,NA,NA,2,Mail correspondence,r,0.27,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,0,0.27,0.01088,0.104307,0.276864,0.012987,0.113961,80,0.685386894800636,1427,Threat,No ideology
10187,Sekerdej & Kossowska,2011,1,0,Framing of terrorism,NA,NA,1,0,2,101872,0,3,Poland,NA,139,0,1,University students,0,NA,23.57,6.2,NA,75.53956834532374,NA,NA,NA,NA,NA,4,NA,NA,4,1,Threat of terrorism,9,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Nationalism,0,NA,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,3,Mail correspondence,r,0.07,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07,0.007176,0.084711,0.070115,0.007353,0.08575,139,0.129781501719337,1428,Threat,No ideology
10187,Sekerdej & Kossowska,2011,1,0,Framing of terrorism,NA,NA,1,0,2,101872,0,3,Poland,NA,139,0,1,University students,0,NA,23.57,6.2,NA,75.53956834532374,NA,NA,NA,NA,NA,4,NA,NA,4,1,Threat of terrorism,9,1,0,NA,0,0,NA,-99,-99,NA,NA,2,Restriction of civil liberties,0,NA,1,0.89,3,NA,NA,NA,9,NA,NA,NA,NA,4,Mail correspondence,r,0.34,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,0,0.34,0.005668,0.075286,0.354093,0.007353,0.08575,139,0.985475166438568,1429,Threat,No ideology
10188,Shamai & Kimhi,2006,1,1.196,Appraisal theory,NA,NA,1,0,1,101881,0,2,Israel,2000,418,0,1,High school students,1,75.5,16,NA,NA,45.58472553699284,NA,NA,NA,NA,NA,4,NA,NA,2,1,Threat,1,0,0,NA,1,2,NA,2,1,NA,NA,1,Willingness to compromise,0,NA,1,0.82,3,NA,NA,NA,8,NA,NA,NA,NA,1,Table 1 on p. 171,t-test,3.89,NA,NA,3.5,0.72,65,3.1,0.77,353,NA,NA,0,0.187346,0.002233,0.047255,0.189585,0.00241,0.049092,418,0.971702665816889,1430,Acts of violence,Islamist
10189,Sharvit,2014,1,1.993,Ethos of conflict,NA,NA,2,0,1,101891,0,1,Israel,NA,84,0,1,University students,0,NA,23.35,2.49,NA,76.19047619047619,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terror manipulation,1,1,1,Terror attack by Palestinians,1,2,NA,2,1,NA,NA,1,Ethos of Conflict: activation,0,NA,2,0.91,3,2,3,2,99,NA,NA,NA,NA,1,Text on p. 255,f,3.43,NA,NA,NA,NA,41,NA,NA,41,NA,NA,0,0.200374,0.01101,0.104929,0.203122,0.012658,0.112508,82,0.442339707328183,1431,Acts of violence,Islamist
10189,Sharvit,2014,1,1.993,Ethos of conflict,NA,NA,2,0,1,101891,0,1,Israel,NA,84,0,1,University students,0,NA,23.35,2.49,NA,76.19047619047619,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terror manipulation,1,1,1,Terror attack by Palestinians,1,2,NA,2,1,NA,NA,2,Ethos of Conflict: self-reported adherence,0,NA,2,0.8,3,2,3,2,99,NA,NA,NA,NA,2,Text on p. 255,f,4.43,NA,NA,NA,NA,41,NA,NA,41,NA,NA,0,0.22639599999999999,0.010696,0.103421,0.230388,0.012658,0.112508,82,0.539271959659977,1432,Acts of violence,Islamist
10189,Sharvit,2014,1,1.993,Ethos of conflict,NA,NA,2,0,1,101891,0,1,Israel,NA,84,0,1,University students,0,NA,23.35,2.49,NA,76.19047619047619,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terror manipulation,1,1,1,Terror attack by Palestinians,1,2,NA,2,1,NA,NA,3,National idenitification,0,NA,1,0.9,3,NA,NA,NA,1,NA,NA,NA,NA,3,Text on p. 255,f,2.86,NA,NA,NA,NA,41,NA,NA,41,NA,NA,0,0.183583,0.011195,0.105806,0.185688,0.012658,0.112508,82,0.381808259710654,1433,Acts of violence,Islamist
10190,Sharvit et al.,2010,1,1.358,NA,NA,NA,1,0,1,101901,0,2,Israel,1997,4739,1,0,Israeli adults,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,1,Attacks,1,0,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,NA,1,Support for peace process,0,NA,1,NA,2,NA,NA,NA,8,NA,NA,NA,NA,1,Text on p. 113,f,20.73,NA,NA,NA,NA,2352,NA,NA,2387,NA,NA,0,0.065995,2.09e-4,0.014457,0.066091,2.11e-4,0.014526,4739,0.995184180286939,1434,Acts of violence,Islamist
10190,Sharvit et al.,2010,1,1.358,NA,NA,NA,1,0,2,101902,0,2,Israel,2002,NA,1,0,Israeli adults,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,1,Attacks,1,0,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,NA,1,Support for peace process,0,NA,1,NA,2,NA,NA,NA,8,NA,NA,NA,NA,2,Table 2 on p. 114,"m, sd",NA,NA,NA,3.22,1.1599999999999999,724,3.27,1.14,670,NA,NA,0,-0.02171,7.17e-4,0.026777,-0.021713,7.19e-4,0.026814,1394,0.12788432106332,1435,Acts of violence,Islamist
10191,Shoshani & Slone,2008,1,0,TMT,NA,NA,1,0,1,101911,0,1,Israel,NA,300,0,1,University students,0,NA,22.65,3.29,21-30,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism news,2,1,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,NA,1,Stereotype (target: Palestinians),0,NA,2,0.875,3,2,3,2,99,NA,NA,NA,NA,1,Text on p. 634,f,34.6,NA,NA,NA,NA,148,NA,NA,148,NA,NA,0,0.323509,0.002567,0.050666,0.335562,0.003413,0.058421,296,0.99992553397968,1436,Acts of violence,Islamist
10191,Shoshani & Slone,2008,1,0,TMT,NA,NA,1,0,1,101911,0,1,Israel,NA,300,0,1,University students,0,NA,22.65,3.29,21-31,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism news,2,1,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,NA,2,Trust in the enemy (target: Palestinians),0,NA,2,0.78,3,2,3,2,99,NA,NA,NA,NA,2,Text on p. 634,f,37.55,NA,NA,NA,NA,148,NA,NA,148,NA,NA,0,0.335525,0.002511,0.05011,0.349041,0.003413,0.058421,296,0.999971382649691,1437,Acts of violence,Islamist
10191,Shoshani & Slone,2008,1,0,TMT,NA,NA,1,0,1,101911,0,1,Israel,NA,300,0,1,University students,0,NA,22.65,3.29,21-32,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism news,2,1,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,NA,3,Empathy towards the enemy (target: Palestinians),0,NA,2,0.83,3,1,3,2,99,NA,NA,NA,NA,3,Text on p. 634,f,52.51,NA,NA,NA,NA,148,NA,NA,148,NA,NA,0,0.388162,0.002253,0.047466,0.409635,0.003413,0.058421,296,0.999999793256583,1438,Acts of violence,Islamist
10191,Shoshani & Slone,2008,1,0,TMT,NA,NA,1,0,1,101911,0,1,Israel,NA,300,0,1,University students,0,NA,22.65,3.29,21-33,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism news,2,1,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,NA,4,Willingness to negotiate with the enemy (target: Palestinians),0,NA,3,0.87,3,4,3,2,8,NA,NA,NA,NA,4,Text on p. 634,f,37.42,NA,NA,NA,NA,148,NA,NA,148,NA,NA,0,0.335009,0.002513,0.05013,0.34846,0.003413,0.058421,296,0.999970146393357,1439,Acts of violence,Islamist
10191,Shoshani & Slone,2008,1,0,TMT,NA,NA,1,0,1,101911,0,1,Israel,NA,300,0,1,University students,0,NA,22.65,3.29,21-34,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism news,2,1,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,NA,5,Perception of enemy hostility (target: Palestinians),0,NA,2,0.76,3,2,3,2,99,NA,NA,NA,NA,5,Text on p. 634,f,28.54,NA,NA,NA,NA,148,NA,NA,148,NA,NA,0,0.296547,0.002687,0.051836,0.305729,0.003413,0.058421,296,0.999483572035907,1440,Acts of violence,Islamist
10192,Shoshani & Slone,2016,1,2.463,SIT,TMT,ITT,1,0,1,101921,0,1,Israel,2015,118,0,1,University students,1,0,21.74,2.15,NA,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism news,2,1,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,Jewish sample,1,Stereotype (target: Palestinians in Occupied Terr.),0,NA,2,0.9,3,2,3,2,99,NA,NA,NA,NA,1,Table 1 on p. 7,mean_gain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.346387025877647,0.0334627644741229,0.182928304190803,0.361332306537784,0.0086955625,0.09325,118,0.973172453971409,1441,Acts of violence,Islamist
